,rule,type,coef,support,importance
86,ptratio <= 20 and lstat <= 14 and lstat > 3 and rm <= 6.0 and tax > 222,rule,-0.0975470092313383,0.327683615819209,0.045785521973342215
107,lstat <= 7,rule,0.24832392090608474,0.3107344632768362,0.11492289313586491
47,lstat > 15 and rm <= 6,rule,-0.11896825657928646,0.2994350282485876,0.054488720290252944
109,lstat <= 7,rule,0.3245968594747483,0.2966101694915254,0.1482638845992986
89,ptratio <= 19 and rm <= 6 and dis > 2 and tax > 222,rule,-0.5201248187745613,0.2796610169491525,0.23344899195857002
83,lstat <= 14 and lstat > 7 and rm <= 6.0 and rm > 5 and age <= 98,rule,0.4960530876046333,0.268361581920904,0.21980450023240455
80,lstat <= 16 and lstat > 5 and rm <= 6 and age > 58 and tax > 208,rule,-0.4983246920687179,0.2598870056497175,0.21855145612437923
72,ptratio > 19 and rm <= 6 and dis > 2,rule,0.2213675709068382,0.2288135593220339,0.09298964087166889
48,lstat > 7 and dis <= 2,rule,-0.17183683846976022,0.2288135593220339,0.07218331859706184
106,ptratio <= 19 and lstat <= 7 and rm <= 7 and dis > 1,rule,-0.21788489766593408,0.22033898305084745,0.09030789289367469
76,lstat <= 15 and lstat > 10 and rm <= 6.0 and tax > 208,rule,0.3527103669333565,0.21468926553672316,0.14482520662851572
36,lstat > 14.86 and nox > 0,rule,-0.9443978673175206,0.211864406779661,0.3859086106710479
97,lstat <= 7 and lstat > 4 and rm <= 8 and tax > 207,rule,-0.7576257403547986,0.211864406779661,0.3095880528610341
32,lstat > 7 and nox > 0,rule,-1.5888681821333017,0.20903954802259886,0.6460698608434474
52,ptratio > 19 and lstat > 7 and nox <= 0 and rm <= 6,rule,-1.6715744592213042,0.19491525423728814,0.6621699072712511
65,lstat <= 15 and rm <= 6.0,rule,-0.3587923306747622,0.1864406779661017,0.13973593360397013
135,rm > 6,rule,0.007675476608539189,0.18361581920903955,0.002971718652272172
60,ptratio > 19 and lstat > 7 and nox <= 0 and dis > 1,rule,-0.6916475612707306,0.17796610169491525,0.2645442687592419
23,crim > 5 and lstat > 14.395,rule,-0.20846989885675304,0.17231638418079095,0.07872974074961882
42,crim > 6 and rm <= 6 and dis <= 2,rule,-0.40543779539581415,0.16101694915254236,0.1490172766274011
58,black > 311 and lstat <= 19 and lstat > 14 and rm <= 6,rule,0.06570098130275943,0.16101694915254236,0.024148171227911356
132,lstat <= 5,rule,0.7696573494203723,0.15819209039548024,0.28086414720915853
129,rm > 6,rule,1.455517595626957,0.15819209039548024,0.531148969800079
33,crim <= 9 and crim > 0 and lstat > 14 and rm <= 6,rule,-0.5993239345895119,0.15254237288135594,0.21548441607236274
68,lstat <= 14.86 and rm <= 6 and dis <= 2,rule,0.44031780451142033,0.14689265536723164,0.15587200723125028
39,lstat > 19.85,rule,-1.806643621347925,0.14689265536723164,0.6395498086285814
124,rm > 6,rule,0.49421104597591076,0.1440677966101695,0.17354639162167176
102,ptratio <= 19 and lstat <= 11 and rm <= 7 and rm > 6 and dis > 1,rule,0.416049354102214,0.1440677966101695,0.14609925198735002
88,ptratio <= 19 and lstat <= 19 and lstat > 7 and rm <= 6 and tax <= 412,rule,-0.49719523421669876,0.1440677966101695,0.17459431457953664
24,crim > 7 and lstat > 14.905,rule,-0.33823493780242825,0.14124293785310735,0.11779775067133501
21,crim > 7 and lstat > 14 and rm <= 7,rule,-0.4345097790767997,0.14124293785310735,0.1513275800320893
108,ptratio <= 19 and lstat <= 7 and nox <= 0 and rm <= 7 and rm > 6 and rad <= 16,rule,0.3504231226062399,0.13559322033898305,0.11996949346705017
27,lstat > 19 and rm <= 6 and age > 82,rule,-0.25541927592406793,0.13559322033898305,0.0874443470694234
67,ptratio <= 19 and rm <= 6.5445 and tax > 341,rule,-0.2804808543915707,0.12429378531073447,0.09253523768385327
99,crim <= 3 and lstat <= 7 and indus > 3 and rm <= 7,rule,-0.21463285870605897,0.11864406779661017,0.06940566028199797
81,crim <= 11 and ptratio > 19 and black > 114 and lstat <= 15.25 and lstat > 7.965,rule,0.08218985527215586,0.11581920903954802,0.02630141117934963
18,lstat > 19.615 and nox > 0 and rm <= 6,rule,-1.3419397424371762,0.11299435028248588,0.4248391905250521
122,rm > 7,rule,0.41394201383815293,0.11299435028248588,0.13104820173514142
114,lstat <= 5 and dis > 3 and tax > 225,rule,-0.25448912282746333,0.11299435028248588,0.08056766598408695
50,black <= 366 and lstat <= 19 and lstat > 7 and rm <= 6,rule,-0.8536416419158944,0.11016949152542373,0.2672759678358462
38,crim <= 15 and crim > 5 and lstat > 15.095,rule,-0.32528828344484223,0.11016949152542373,0.10184805486790821
16,crim > 6 and lstat > 14 and nox > 0 and rm <= 6,rule,-0.34173728515956836,0.11016949152542373,0.106998252137303
31,crim > 5 and lstat > 16.32 and nox > 0,rule,-1.0704932734376842,0.11016949152542373,0.3351724092063565
93,lstat <= 14 and lstat > 7.81 and rm <= 6 and rm > 6 and tax <= 357,rule,0.46777936745007204,0.10451977401129943,0.14310944365923184
100,ptratio <= 19 and lstat <= 7 and lstat > 3 and rm <= 6.776,rule,-0.7064780186357744,0.09887005649717515,0.21087483482920738
61,lstat <= 14 and lstat > 5 and rm <= 5.9015,rule,-0.09717069798405659,0.08757062146892655,0.027467185995414745
30,crim > 2 and lstat <= 18.72 and lstat > 14.795 and tax > 397,rule,-0.9999386532401631,0.0847457627118644,0.2784859100852408
15,lstat > 20.66 and dis > 1 and tax > 551.5,rule,-0.508456556471007,0.0847457627118644,0.14160667397825585
111,lstat <= 7 and rm <= 7 and tax <= 267,rule,0.404037594107791,0.07344632768361582,0.10540036387471968
29,black <= 116 and nox > 0 and rm <= 6,rule,-1.0610182175003258,0.06779661016949153,0.2667363287934526
128,lstat <= 7 and dis <= 3,rule,1.1730366339017249,0.06779661016949153,0.29489737320846643
20,crim > 11 and lstat > 14 and nox > 0 and rm <= 6,rule,-1.4265077545165876,0.06779661016949153,0.35861914070766604
113,ptratio <= 18 and lstat <= 10.04 and rm <= 6 and rm > 6.5325 and tax > 207,rule,0.2671874371634119,0.06779661016949153,0.0671700022800767
126,lstat <= 7 and rm > 7,rule,5.856503517522879,0.06497175141242938,1.4434876127224237
79,ptratio > 19 and lstat <= 11 and rm <= 7 and dis > 1,rule,-0.020807264622394295,0.06497175141242938,0.00512849153888455
117,zn > 37 and ptratio <= 19 and lstat <= 7 and nox <= 0 and rm <= 7 and rm > 6,rule,1.5308435798158737,0.062146892655367235,0.36957955430707384
69,ptratio <= 19 and lstat <= 14 and lstat > 5 and rm <= 5.905,rule,-0.6143162548481667,0.059322033898305086,0.14511774092532911
98,crim > 0.18712 and ptratio <= 19 and lstat <= 19 and lstat > 7 and rm > 6 and tax <= 412 and tax > 217,rule,0.3488164008078983,0.05649717514124294,0.08053448129048645
17,crim > 11.44985 and nox > 0 and rm <= 6,rule,-0.4257959292201174,0.05367231638418079,0.09596159261282186
141,black <= 394 and rm > 7.4235,rule,0.07954106421296017,0.05367231638418079,0.01792616292498308
138,rm > 6 and dis <= 3,rule,0.47278322676942464,0.05367231638418079,0.10655111589375751
91,crim <= 0 and ptratio <= 19 and lstat <= 19 and lstat > 7 and rm > 6 and tax <= 412 and tax > 217,rule,-0.23211247420015474,0.05367231638418079,0.05231116871019867
143,indus <= 6 and rm > 7.513,rule,0.5885014236977092,0.05084745762711865,0.129285597546736
26,crim <= 7 and black <= 369 and lstat > 14 and rm <= 6 and age > 84,rule,-0.39187218223789955,0.05084745762711865,0.08608888135603585
92,lstat <= 14 and indus <= 5 and rm <= 6.0 and rm > 6 and age <= 51 and dis > 4 and tax > 208,rule,-0.5142434278512412,0.05084745762711865,0.11297214616150188
