,rule,type,coef,support,importance
163,pos y <= 0 and vel x > 0 and vel y <= 0,rule,0.3157950649767726,0.05344,0.0710252281738456
175,vel y <= 0 and vel y > 0.0 and angleVel <= 0,rule,0.005900145782465293,0.05312,0.0013232419096090642
30,vel x > 0 and vel y <= 0 and vel y > 0 and angle <= 0 and angleVel <= 0 and angleVel > 0,rule,-0.17147161637094144,0.05216,0.03812664137063939
18,pos y <= 0 and vel x <= 0 and vel x > 0 and vel y <= 0.0 and vel y > 0,rule,-0.15627545473277987,0.05216,0.03474778125809986
118,pos y <= 0 and vel x > 0.06717 and vel y <= 0 and vel y > 0,rule,-0.042697938038481584,0.05216,0.009493868462389133
35,pos y <= 1 and pos y > 0.07739 and vel y <= 0 and vel y > 0 and angle <= 0 and angleVel <= 0 and angleVel > 0,rule,-0.2561548467556952,0.05184,0.056790525713251314
153,pos y <= 0 and vel x <= 0 and vel x > 0 and vel y <= -0.05385 and vel y > 0 and angle <= 0.0,rule,0.10910086513440907,0.05152,0.024117384670696324
121,pos y <= 0 and vel x <= 0 and vel x > 0.00125 and vel y > 0.0,rule,0.01431081770402073,0.05152,0.0031634899970305217
173,vel x <= 0 and vel y > 0 and angle > 0,rule,0.020437453138542658,0.048,0.004368837256198227
195,vel x <= 0 and vel y > 0 and angle > 0 and angleVel > 4e-05,rule,0.10101278617435727,0.048,0.021593122225129945
85,vel x <= 0 and vel x > 0 and vel y <= 0 and vel y > 0 and angle <= 0 and angleVel > 0,rule,-0.09724854442670819,0.04576,0.02032146091753124
102,vel y <= 0 and vel y > 0 and angle <= 0 and angleVel <= 0,rule,0.18126773313721015,0.04512,0.037625254630258766
166,vel x <= 0 and vel y <= -0.00624 and vel y > 0 and angleVel <= 0,rule,-0.009203776293317208,0.04448,0.0018974412346865741
183,vel x <= 0 and vel y > 0 and angle > 0 and angleVel > 0,rule,0.11646487082361692,0.04448,0.02401028026437711
137,vel x > 0 and vel y <= 0 and vel y > 0 and angleVel <= 0,rule,0.05637085308736641,0.04384,0.01154131157800225
