pos x,pos y,vel x,vel y,angle,angleVel,contact_1,contact_2,action
-0.00740470876917243,1.4082057476043701,-0.7500235438346863,-0.12066403776407242,0.008586904034018517,0.16989150643348694,0.0,0.0,3.0
-0.014744949527084827,1.4049098491668701,-0.7408725023269653,-0.1465354710817337,0.01535066869109869,0.1352885663509369,0.0,0.0,3.0
-0.02202320098876953,1.4010238647460938,-0.7330585718154907,-0.1727754920721054,0.020536819472908974,0.10373274981975555,0.0,0.0,3.0
-0.029240798205137253,1.3965435028076172,-0.725456178188324,-0.1991853415966034,0.02419358864426613,0.07314179837703705,0.0,0.0,3.0
-0.03639946132898331,1.3914644718170166,-0.7180585861206055,-0.2257712334394455,0.026364270597696304,0.043417591601610184,0.0,0.0,3.0
-0.04347629472613335,1.3857795000076294,-0.7077959179878235,-0.25266438722610474,0.02647869475185871,0.0022886290680617094,0.0,0.0,3.0
-0.050493814051151276,1.3794949054718018,-0.7003630995750427,-0.27929192781448364,0.025103703141212463,-0.02750222012400627,0.0,0.0,3.0
-0.05743904039263725,1.3726072311401367,-0.6913059949874878,-0.3060689866542816,0.02191559411585331,-0.06376826018095016,0.0,0.0,3.0
-0.06428899616003036,1.3651200532913208,-0.6793479323387146,-0.33269184827804565,0.016333097591996193,-0.11166028678417206,0.0,0.0,3.0
-0.07106570899486542,1.3570473194122314,-0.6701623797416687,-0.3587273359298706,0.008910587057471275,-0.1484638750553131,0.0,0.0,3.0
-0.07776069641113281,1.3483738899230957,-0.6599274277687073,-0.38545453548431396,-0.0005575845134444535,-0.18938076496124268,0.0,0.0,3.0
-0.08435793220996857,1.3390989303588867,-0.6476726531982422,-0.4122689664363861,-0.012474769726395607,-0.23836520314216614,0.0,0.0,3.0
-0.09088945388793945,1.3292360305786133,-0.6394446492195129,-0.43852534890174866,-0.02602916955947876,-0.2711130678653717,0.0,0.0,3.0
-0.09735631942749023,1.3187693357467651,-0.631349503993988,-0.4655199944972992,-0.041198261082172394,-0.30340975522994995,0.0,0.0,1.0
-0.10389003902673721,1.3076976537704468,-0.6397548317909241,-0.49250510334968567,-0.05467721074819565,-0.2696036696434021,0.0,0.0,2.0
-0.11036691814661026,1.2975897789001465,-0.6340674161911011,-0.44979390501976013,-0.06815846264362335,-0.26964980363845825,0.0,0.0,1.0
-0.1169244796037674,1.2868847846984863,-0.6442152261734009,-0.4763405919075012,-0.07959714531898499,-0.2287941724061966,0.0,0.0,2.0
-0.12330837547779083,1.2762036323547363,-0.6275290846824646,-0.47532814741134644,-0.09038086980581284,-0.21569399535655975,0.0,0.0,2.0
-0.12947244942188263,1.2656311988830566,-0.6063821315765381,-0.4705260097980499,-0.10033974051475525,-0.19919545948505402,0.0,0.0,2.0
-0.13550138473510742,1.2551140785217285,-0.5932986736297607,-0.4680963456630707,-0.10987536609172821,-0.19072966277599335,0.0,0.0,2.0
-0.14158658683300018,1.2451223134994507,-0.5982840657234192,-0.4448584318161011,-0.12005624920129776,-0.20363643765449524,0.0,0.0,2.0
-0.14740094542503357,1.235903263092041,-0.57195645570755,-0.4105244278907776,-0.12949542701244354,-0.18880026042461395,0.0,0.0,2.0
-0.15294389426708221,1.2271069288253784,-0.5456764101982117,-0.39171990752220154,-0.13809442520141602,-0.17199523746967316,0.0,0.0,2.0
-0.1583503782749176,1.2186239957809448,-0.532275915145874,-0.3778109550476074,-0.14645612239837646,-0.16724893450737,0.0,0.0,2.0
-0.1636343002319336,1.210307240486145,-0.520237922668457,-0.3704518973827362,-0.15460126101970673,-0.16291746497154236,0.0,0.0,2.0
-0.16879376769065857,1.2027376890182495,-0.5081092119216919,-0.33725348114967346,-0.16244614124298096,-0.15690717101097107,0.0,0.0,2.0
-0.17382565140724182,1.1960365772247314,-0.4948195517063141,-0.29876604676246643,-0.17081259191036224,-0.16732923686504364,0.0,0.0,2.0
-0.17862491309642792,1.1902004480361938,-0.4718713164329529,-0.26033294200897217,-0.17888697981834412,-0.16148778796195984,0.0,0.0,2.0
-0.18333931267261505,1.1845749616622925,-0.4633404612541199,-0.2510184645652771,-0.18701976537704468,-0.16265568137168884,0.0,0.0,2.0
-0.18810291588306427,1.1793594360351562,-0.4674610495567322,-0.23295089602470398,-0.1959535926580429,-0.17867696285247803,0.0,0.0,2.0
-0.19259491562843323,1.174770474433899,-0.4408251643180847,-0.20508264005184174,-0.20439253747463226,-0.16877900063991547,0.0,0.0,2.0
-0.19701728224754333,1.1711297035217285,-0.4332262873649597,-0.16308675706386566,-0.21348395943641663,-0.18182852864265442,0.0,0.0,3.0
-0.20135898888111115,1.1668754816055298,-0.42315277457237244,-0.19070123136043549,-0.22462239861488342,-0.22276881337165833,0.0,0.0,2.0
-0.20550933480262756,1.162930965423584,-0.4042775630950928,-0.17698462307453156,-0.23552249372005463,-0.21800199151039124,0.0,0.0,2.0
-0.2092871218919754,1.159615397453308,-0.36783409118652344,-0.1489867866039276,-0.2456316351890564,-0.20218273997306824,0.0,0.0,2.0
-0.21300582587718964,1.1571600437164307,-0.36113160848617554,-0.11095868796110153,-0.25656941533088684,-0.21875548362731934,0.0,0.0,2.0
-0.21635480225086212,1.1553242206573486,-0.32487568259239197,-0.0833766981959343,-0.26680758595466614,-0.2047635018825531,0.0,0.0,2.0
-0.2195846140384674,1.1542298793792725,-0.3124426305294037,-0.050593093037605286,-0.2776039242744446,-0.2159270942211151,0.0,0.0,2.0
-0.22268299758434296,1.1531565189361572,-0.2993904948234558,-0.049727167934179306,-0.28834018111228943,-0.21472540497779846,0.0,0.0,2.0
-0.22551503777503967,1.1523711681365967,-0.27317336201667786,-0.03692619875073433,-0.2986736595630646,-0.2066694051027298,0.0,0.0,2.0
-0.2280958592891693,1.1515100002288818,-0.2487097531557083,-0.04023220017552376,-0.3083731532096863,-0.19399002194404602,0.0,0.0,2.0
-0.2305053174495697,1.1510322093963623,-0.23143959045410156,-0.0232910867780447,-0.3182371258735657,-0.19727930426597595,0.0,0.0,2.0
-0.23266109824180603,1.1511963605880737,-0.20602428913116455,0.0051716398447752,-0.32818490266799927,-0.19895541667938232,0.0,0.0,2.0
-0.23452210426330566,1.1521832942962646,-0.17645993828773499,0.04163582623004913,-0.33825525641441345,-0.20140719413757324,0.0,0.0,0.0
-0.23638281226158142,1.152571439743042,-0.17646412551403046,0.014961089007556438,-0.3483255207538605,-0.20140576362609863,0.0,0.0,2.0
-0.23825760185718536,1.1529942750930786,-0.1772134155035019,0.0162702277302742,-0.3591243028640747,-0.21597576141357422,0.0,0.0,2.0
-0.24010758101940155,1.1536219120025635,-0.17404992878437042,0.02511967159807682,-0.3706871569156647,-0.23125667870044708,0.0,0.0,2.0
-0.24166984856128693,1.154646396636963,-0.1454496681690216,0.042701467871665955,-0.3821229040622711,-0.22871530055999756,0.0,0.0,0.0
-0.24323168396949768,1.1550724506378174,-0.1454557478427887,0.016024556010961533,-0.3935585618019104,-0.2287132441997528,0.0,0.0,2.0
-0.24447588622570038,1.1561986207962036,-0.11357281357049942,0.047000329941511154,-0.40517377853393555,-0.2323041707277298,0.0,0.0,0.0
-0.24571958184242249,1.156726360321045,-0.11357945203781128,0.020323194563388824,-0.41678887605667114,-0.23230202496051788,0.0,0.0,2.0
-0.246784970164299,1.157126545906067,-0.0959555059671402,0.014627070166170597,-0.4282398223876953,-0.22901876270771027,0.0,0.0,2.0
-0.24761715531349182,1.1578847169876099,-0.07246267795562744,0.030379686504602432,-0.4399354159832001,-0.2339116632938385,0.0,0.0,0.0
-0.24844880402088165,1.1580445766448975,-0.07246995717287064,0.00370256626047194,-0.4516308903694153,-0.2339095175266266,0.0,0.0,2.0
-0.24879631400108337,1.1585756540298462,-0.024758663028478622,0.020337210968136787,-0.46261900663375854,-0.21976236999034882,0.0,0.0,1.0
-0.24922695755958557,1.158576488494873,-0.03543553501367569,-0.002524336101487279,-0.4710516631603241,-0.16865256428718567,0.0,0.0,1.0
-0.24973860383033752,1.1580371856689453,-0.045737870037555695,-0.025822672992944717,-0.4770682752132416,-0.12033237516880035,0.0,0.0,2.0
-0.249881312251091,1.1579921245574951,-0.008832426741719246,-0.003885210258886218,-0.4831181764602661,-0.12099802494049072,0.0,0.0,1.0
-0.25007981061935425,1.1574008464813232,-0.016030576080083847,-0.027633855119347572,-0.4873790740966797,-0.08521870523691177,0.0,0.0,1.0
-0.25033774971961975,1.1562429666519165,-0.023477863520383835,-0.05227779224514961,-0.4899648427963257,-0.05171549320220947,0.0,0.0,1.0
-0.25064849853515625,1.1545406579971313,-0.030327731743454933,-0.0759200006723404,-0.49080216884613037,-0.016746724024415016,0.0,0.0,1.0
-0.2510257363319397,1.1523041725158691,-0.03889980912208557,-0.09897681325674057,-0.48948240280151367,0.026395220309495926,0.0,0.0,1.0
-0.251483678817749,1.1495294570922852,-0.04915701597929001,-0.12214247137308121,-0.48572808504104614,0.07508651912212372,0.0,0.0,2.0
-0.25188717246055603,1.1468158960342407,-0.04306434467434883,-0.11964739114046097,-0.4827025532722473,0.06050986796617508,0.0,0.0,2.0
